,Player,Team,PS,GP,Min,FGM,FGA,3M,3A,FTM,FTA,OR,TR,AS,ST,TO,BK,PF,DQ,PTS,TC,EJ,FF,MVP,OffRank,DeffRank,TND,FG%,Win%,Playoffs,Conference,Team TND
0,"adrien,jeff",hou,PF,8,64,7,16,0,0,7,12,5,22,1,0,2,2,13,0,21,0,0,0,False,1.65625,1.5625,3.21875,0.4375,0.5151515151515151,False,West,9.54569763304539
1,"afflalo,arron",den,SG,62,2088,329,699,88,221,197,247,40,197,149,36,85,13,134,0,943,3,0,0,False,10.725806451612904,2.3870967741935485,13.82258064516129,0.47067238912732473,0.5757575757575758,True,West,11.029674794225794
2,"ahearn,blake",uta,PG,4,30,4,14,2,9,0,0,0,2,1,0,5,0,4,0,10,0,0,0,False,-1.25,0.0,-1.0,0.2857142857142857,0.5454545454545454,True,West,9.034037192367638
3,"alabi,solomon",tor,C,14,123,13,36,0,0,7,8,15,47,3,2,5,9,11,0,33,0,0,0,False,1.5714285714285714,2.7142857142857144,4.285714285714286,0.3611111111111111,0.3484848484848485,False,East,8.56517948761407
4,"aldrich,cole",okl,C,26,173,22,42,0,0,13,14,13,48,3,8,9,16,22,0,57,0,0,0,False,1.6153846153846154,1.9230769230769231,3.5384615384615383,0.5238095238095238,0.7121212121212122,True,West,8.606256585626904
5,"aldridge,lamarcu",por,PF,55,1995,483,943,2,11,223,274,150,442,134,51,112,45,153,1,1191,1,0,0,False,16.036363636363635,5.8954545454545455,21.95,0.5121951219512195,0.42424242424242425,False,West,9.059095958179382
6,"allen,lavoy",phi,PF,41,623,79,167,0,0,11,14,47,171,34,13,20,18,73,0,169,0,0,0,False,3.5121951219512195,2.9695121951219514,6.4817073170731705,0.47305389221556887,0.5303030303030303,True,East,8.31354193222739
7,"allen,ray",bos,SG,46,1569,226,493,106,234,97,106,14,142,109,49,68,8,83,0,655,2,0,0,False,9.71195652173913,3.385869565217391,14.25,0.45841784989858014,0.5909090909090909,True,East,8.661097259430873
8,"allen,tony",mem,SG,58,1525,210,447,8,26,140,175,98,232,79,104,94,33,142,0,568,0,0,0,False,6.771551724137931,3.896551724137931,10.737068965517242,0.4697986577181208,0.6212121212121212,True,West,8.127317090255506
9,"almond,morris",was,SG,4,66,6,17,1,3,1,3,1,8,2,7,1,0,6,0,14,0,0,0,False,1.0625,3.1875,4.375,0.35294117647058826,0.30303030303030304,False,East,7.743742498749029
10,"aminu,al-farouq",nor,SF,66,1485,149,364,13,47,86,114,95,308,66,59,91,34,136,1,397,0,0,0,False,3.5113636363636362,3.8295454545454546,7.4393939393939394,0.40934065934065933,0.3181818181818182,False,West,8.764672178935726
11,"amundson,louis",ind,C,60,753,89,206,0,0,35,82,94,222,14,27,46,44,125,1,213,2,0,0,False,2.075,2.3875,4.4625,0.4320388349514563,0.6363636363636364,True,East,8.717528295629103
12,"andersen,chris",den,C,32,485,59,108,0,0,50,82,48,148,6,19,17,46,52,1,168,0,0,0,False,4.2890625,4.4921875,8.78125,0.5462962962962963,0.5757575757575758,True,West,11.029674794225794
13,"anderson,alan",tor,SF,17,460,55,142,24,61,29,34,8,34,26,5,25,3,36,0,163,1,0,0,False,4.8088235294117645,1.0147058823529411,6.529411764705882,0.3873239436619718,0.3484848484848485,False,East,8.56517948761407
14,"anderson,james",san,SG,51,607,66,174,19,68,39,52,16,79,41,8,30,2,35,0,190,0,0,0,False,2.0637254901960786,1.1274509803921569,3.377450980392157,0.3793103448275862,0.7575757575757576,True,West,9.007590499654508
15,"anderson,ryan",orl,PF,61,1964,332,757,166,422,150,171,224,471,54,50,57,26,146,0,980,2,0,0,False,12.504098360655737,4.30327868852459,18.168032786885245,0.4385733157199472,0.5606060606060606,True,East,8.3969361345814
16,"anthony,carmelo",nyk,SF,55,1874,441,1025,68,203,295,367,88,344,200,63,144,24,156,0,1245,10,0,0,False,14.054545454545455,5.1045454545454545,19.777272727272727,0.4302439024390244,0.5454545454545454,True,East,8.938484266192361
17,"anthony,joel",mia,C,64,1352,85,152,0,0,49,71,100,250,9,36,45,84,126,0,219,1,0,0,False,3.046875,3.375,6.421875,0.5592105263157895,0.696969696969697,True,East,9.07447995235509
18,"arenas,gilbert",mem,SG,17,212,26,64,13,39,7,10,2,18,18,11,12,1,35,0,72,0,0,0,False,2.4705882352941178,0.7794117647058824,3.6323529411764706,0.40625,0.6212121212121212,True,West,8.127317090255506
