,Player,Team,PS,GP,Min,FGM,FGA,3M,3A,FTM,FTA,OR,TR,AS,ST,TO,BK,PF,DQ,PTS,TC,EJ,FF,MVP,OffRank,DeffRank,TND,FG%,Win%,Playoffs,Conference,Team TND
16,"teague,jeff",atl,PG,79,2248,434,986,110,274,261,312,33,213,470,98,218,24,167,2,1239,0,0,0,False,12.778481012658228,3.0759493670886076,16.550632911392405,0.44016227180527384,0.5853658536585366,True,East,8.866143962705678
17,"bradley,avery",bos,PG,76,2536,456,1018,147,406,96,123,48,220,158,117,109,19,164,2,1155,0,0,0,False,9.0625,3.3585526315789473,13.388157894736842,0.44793713163064836,0.5853658536585366,True,East,8.83124756120868
18,"clarke,coty",bos,??,4,8,2,4,2,2,0,0,0,1,0,0,1,0,0,0,6,0,0,0,False,0.6875,0.25,1.1875,0.5,0.5853658536585366,True,East,8.83124756120868
19,"crowder,jae",bos,SF,73,2310,359,812,122,363,196,239,70,373,135,126,83,35,198,4,1036,3,0,0,False,9.5,5.431506849315069,15.767123287671232,0.4421182266009852,0.5853658536585366,True,East,8.83124756120868
20,"hunter,r.j.",bos,SG,36,319,36,98,19,63,6,7,2,37,13,14,11,4,29,0,97,0,0,0,False,1.0833333333333333,1.1666666666666667,2.513888888888889,0.3673469387755102,0.5853658536585366,True,East,8.83124756120868
21,"jerebko,jonas",bos,PF,78,1178,118,286,43,108,61,78,77,288,62,20,52,24,137,2,340,1,0,0,False,3.230769230769231,2.4551282051282053,5.961538461538462,0.4125874125874126,0.5853658536585366,True,East,8.83124756120868
22,"johnson,amir",bos,PF,79,1798,250,427,10,43,69,121,178,505,137,52,94,83,214,1,579,0,0,0,False,7.693037974683544,4.658227848101266,12.414556962025317,0.585480093676815,0.5853658536585366,True,East,8.83124756120868
23,"lee,david",bos,PF,30,472,87,192,0,1,40,51,41,130,54,12,38,13,51,0,214,0,0,0,False,5.483333333333333,3.05,8.533333333333333,0.453125,0.5853658536585366,True,East,8.83124756120868
24,"mickey,jordan",bos,PF,16,59,8,22,0,0,5,10,6,13,1,0,1,11,5,0,21,0,0,0,False,0.65625,0.96875,1.625,0.36363636363636365,0.5853658536585366,True,East,8.83124756120868
25,"olynyk,kelly",bos,C,69,1396,253,556,85,210,96,128,72,281,105,52,74,33,163,3,687,1,0,0,False,6.923913043478261,3.2681159420289854,10.807971014492754,0.4550359712230216,0.5853658536585366,True,East,8.83124756120868
26,"rozier,terry",bos,PG,39,310,29,106,6,27,8,10,24,63,37,6,19,1,23,0,72,0,0,0,False,1.0384615384615385,0.9230769230769231,2.0384615384615383,0.27358490566037735,0.5853658536585366,True,East,8.83124756120868
27,"smart,marcus",bos,PG,61,1666,184,529,61,241,129,166,76,255,186,91,80,18,183,1,558,2,0,0,False,6.573770491803279,3.5942622950819674,10.668032786885245,0.34782608695652173,0.5853658536585366,True,East,8.83124756120868
28,"sullinger,jared",bos,PF,81,1917,351,807,29,104,103,161,194,673,187,75,102,47,209,2,834,2,0,0,False,7.9907407407407405,6.361111111111111,14.530864197530864,0.4349442379182156,0.5853658536585366,True,East,8.83124756120868
29,"thomas,isaiah",bos,PG,82,2647,591,1382,167,465,474,544,46,243,509,91,220,9,167,1,1823,9,0,0,False,17.015243902439025,2.8810975609756095,20.914634146341463,0.4276410998552822,0.5853658536585366,True,East,8.83124756120868
30,"turner,evan",bos,SG,81,2270,343,753,20,83,148,179,50,397,359,80,169,28,139,0,854,2,0,0,False,8.814814814814815,5.006172839506172,13.944444444444445,0.4555112881806109,0.5853658536585366,True,East,8.83124756120868
31,"young,james",bos,SG,29,200,11,36,6,26,1,4,4,26,9,6,5,1,17,0,29,0,0,0,False,0.39655172413793105,0.7586206896551724,1.2586206896551724,0.3055555555555556,0.5853658536585366,True,East,8.83124756120868
32,"zeller,tyler",bos,C,60,714,138,290,0,0,88,108,62,178,29,10,46,22,97,1,364,0,0,0,False,4.045833333333333,1.7,5.745833333333334,0.47586206896551725,0.5853658536585366,True,East,8.83124756120868
33,"bargnani,andrea",bro,C,46,634,127,278,3,15,47,57,28,97,18,4,26,9,61,0,304,0,0,0,False,3.608695652173913,1.141304347826087,4.782608695652174,0.4568345323741007,0.25609756097560976,False,East,9.843189085335704
34,"bogdanovic,bojan",bro,SG,79,2114,324,749,129,337,110,132,36,255,99,29,115,5,119,0,887,2,0,0,False,5.886075949367089,2.5411392405063293,9.24367088607595,0.4325767690253672,0.25609756097560976,False,East,9.843189085335704
35,"brown,markel",bro,SG,62,989,127,322,38,121,71,94,23,122,91,38,54,15,94,1,363,1,0,0,False,3.625,1.846774193548387,5.778225806451613,0.3944099378881988,0.25609756097560976,False,East,9.843189085335704
36,"ellington,wayne",bro,SG,76,1614,218,561,96,268,54,63,20,174,82,48,45,5,82,0,586,0,0,0,False,4.009868421052632,2.3421052631578947,6.983552631578948,0.38859180035650626,0.25609756097560976,False,East,9.843189085335704
37,hollis-jefferson,bro,SF,29,614,63,138,4,14,37,52,39,154,43,39,26,16,61,0,167,0,0,0,False,4.991379310344827,5.146551724137931,10.206896551724139,0.45652173913043476,0.25609756097560976,False,East,9.843189085335704
38,"jack,jarrett",bro,PG,32,1027,140,358,31,102,100,112,8,135,236,34,94,7,77,0,411,4,0,0,False,11.515625,4.3125,16.3125,0.39106145251396646,0.25609756097560976,False,East,9.843189085335704
39,"johnson,joe",bro,SF,57,1934,247,608,85,229,92,108,34,224,232,40,116,2,100,0,671,1,0,0,False,8.421052631578947,3.3684210526315788,12.535087719298245,0.40625,0.25609756097560976,False,East,9.843189085335704
40,"karasev,sergey",bro,SG,40,405,30,74,11,37,26,28,8,58,35,6,22,2,27,0,97,0,0,0,False,1.90625,1.15,3.19375,0.40540540540540543,0.25609756097560976,False,East,9.843189085335704
41,"kilpatrick,sean",bro,SG,22,531,115,249,35,97,53,59,10,50,26,10,27,2,30,0,318,0,0,0,False,8.625,1.7954545454545454,11.215909090909092,0.46184738955823296,0.25609756097560976,False,East,9.843189085335704
42,"larkin,shane",bro,PG,78,1752,222,504,39,109,83,107,28,180,343,95,146,12,121,0,566,0,0,0,False,7.003205128205129,2.8493589743589745,10.102564102564102,0.44047619047619047,0.25609756097560976,False,East,9.843189085335704
43,"lopez,brook",bro,C,73,2459,591,1157,2,14,317,403,205,574,147,58,175,124,215,2,1501,0,0,0,False,14.547945205479452,6.273972602739726,20.835616438356166,0.5108038029386344,0.25609756097560976,False,East,9.843189085335704
44,"mccullough,chris",bro,PF,24,363,44,109,13,35,11,23,25,68,9,28,15,12,39,0,112,0,0,0,False,2.4375,2.9375,5.645833333333333,0.4036697247706422,0.25609756097560976,False,East,9.843189085335704
45,"reed,willie",bro,PF,39,426,76,133,0,0,30,55,49,122,10,6,16,30,47,0,182,0,0,0,False,3.948717948717949,2.230769230769231,6.17948717948718,0.5714285714285714,0.25609756097560976,False,East,9.843189085335704
46,"robinson,thomas",bro,PF,71,917,130,291,0,1,47,109,136,359,46,39,69,36,111,1,307,1,0,0,False,3.1161971830985915,3.5528169014084505,6.669014084507042,0.44673539518900346,0.25609756097560976,False,East,9.843189085335704
47,"sims,henry",bro,C,14,263,33,77,0,1,25,30,21,72,9,9,12,13,37,0,91,0,0,0,False,4.410714285714286,4.053571428571429,8.464285714285714,0.42857142857142855,0.25609756097560976,False,East,9.843189085335704
48,"sloan,donald",bro,PG,61,1317,154,350,38,99,78,104,17,173,268,32,80,4,73,0,424,0,0,0,False,7.655737704918033,2.680327868852459,10.647540983606557,0.44,0.25609756097560976,False,East,9.843189085335704
49,"young,thaddeus",bro,SF,73,2413,495,963,7,30,105,163,177,661,135,112,136,37,182,3,1102,1,0,0,False,10.681506849315069,7.808219178082192,18.53767123287671,0.514018691588785,0.25609756097560976,False,East,9.843189085335704
50,"batum,nicolas",cha,SF,70,2453,372,872,139,399,163,192,55,428,403,65,205,43,114,0,1046,1,0,0,False,11.9,6.289285714285715,19.182142857142857,0.42660550458715596,0.5853658536585366,True,East,9.951463939209033
51,"daniels,troy",cha,SG,43,478,89,187,59,122,5,9,7,57,21,11,24,3,40,0,242,0,0,0,False,3.377906976744186,1.0872093023255813,5.151162790697675,0.47593582887700536,0.5853658536585366,True,East,9.951463939209033
52,"gutierrez,jorge",cha,PG,12,64,6,11,0,2,10,11,0,7,17,3,6,0,3,0,22,0,0,0,False,2.5208333333333335,0.7708333333333334,3.2916666666666665,0.5454545454545454,0.5853658536585366,True,East,9.951463939209033
53,"hairston,p.j.",cha,SG,48,937,99,276,54,172,34,42,18,128,30,24,24,7,106,0,286,1,0,0,False,2.6979166666666665,1.9583333333333333,5.21875,0.358695652173913,0.5853658536585366,True,East,9.951463939209033
54,"hansbrough,tyler",cha,PF,44,346,32,71,2,3,38,65,40,89,8,12,12,7,55,1,104,0,0,0,False,1.9659090909090908,0.9886363636363636,2.977272727272727,0.4507042253521127,0.5853658536585366,True,East,9.951463939209033
55,"harrison,aaron",cha,SG,21,96,5,19,3,10,5,12,4,15,2,6,4,0,10,0,18,0,0,0,False,0.09523809523809523,0.6428571428571429,0.8095238095238095,0.2631578947368421,0.5853658536585366,True,East,9.951463939209033
56,"hawes,spencer",cha,PF,57,1032,124,306,38,102,54,65,51,244,109,22,59,27,111,2,340,3,0,0,False,4.614035087719298,3.3684210526315788,8.31578947368421,0.40522875816993464,0.5853658536585366,True,East,9.951463939209033
57,"jefferson,al",cha,C,47,1096,245,505,0,0,72,111,57,301,70,30,34,41,117,1,562,0,0,0,False,8.180851063829786,5.617021276595745,13.797872340425531,0.48514851485148514,0.5853658536585366,True,East,9.951463939209033
58,"kaminsky,frank",cha,PF,81,1713,215,525,68,202,108,148,69,336,97,37,58,43,126,0,606,0,0,0,False,4.861111111111111,3.6203703703703702,8.901234567901234,0.4095238095238095,0.5853658536585366,True,East,9.951463939209033
59,"kidd-gilchrist,m",cha,SF,7,205,33,61,3,7,20,29,12,45,9,3,8,3,9,0,89,0,0,0,False,9.964285714285714,5.035714285714286,15.214285714285714,0.5409836065573771,0.5853658536585366,True,East,9.951463939209033
60,"lamb,jeremy",cha,SG,66,1226,230,510,56,181,64,88,44,251,78,42,50,30,105,1,580,0,0,0,False,5.5606060606060606,3.590909090909091,9.575757575757576,0.45098039215686275,0.5853658536585366,True,East,9.951463939209033
61,"lee,courtney",cha,SG,28,846,98,220,31,79,23,26,10,87,60,33,23,12,55,0,250,0,0,0,False,6.526785714285714,3.669642857142857,10.75,0.44545454545454544,0.5853658536585366,True,East,9.951463939209033
62,"lin,jeremy",cha,PG,78,2047,300,728,76,226,238,292,42,253,234,59,151,42,165,0,914,1,0,0,False,7.740384615384615,3.1314102564102564,11.35897435897436,0.41208791208791207,0.5853658536585366,True,East,9.951463939209033
63,"roberts,brian",cha,PG,30,336,51,115,9,27,34,37,4,29,38,7,16,1,23,0,145,0,0,0,False,3.7,0.775,4.625,0.4434782608695652,0.5853658536585366,True,East,9.951463939209033
64,"walker,kemba",cha,PG,81,2885,568,1332,182,490,371,438,56,358,421,127,171,39,111,0,1689,5,0,0,False,15.493827160493828,5.484567901234568,22.10185185185185,0.4264264264264264,0.5853658536585366,True,East,9.951463939209033
65,"williams,marvin",cha,PF,81,2339,338,747,152,379,120,144,127,520,110,58,62,77,133,1,948,0,0,0,False,8.814814814814815,5.8765432098765435,15.62962962962963,0.4524765729585007,0.5853658536585366,True,East,9.951463939209033
66,"zeller,cody",cha,PF,73,1773,231,437,1,10,175,232,138,456,71,57,68,63,204,4,638,0,0,0,False,7.469178082191781,4.7979452054794525,12.273972602739725,0.528604118993135,0.5853658536585366,True,East,9.951463939209033
67,"bairstow,cameron",chi,PF,18,103,13,40,1,5,7,8,4,28,6,2,4,3,19,0,34,0,0,0,False,0.7222222222222222,1.1111111111111112,1.8611111111111112,0.325,0.5121951219512195,False,East,10.136586210887145
68,"brooks,aaron",chi,PG,69,1111,188,470,66,185,49,64,21,101,180,30,82,10,132,0,491,1,0,0,False,4.9855072463768115,0.8913043478260869,6.355072463768116,0.4,0.5121951219512195,False,East,10.136586210887145
69,"butler,jimmy",chi,SG,67,2473,470,1034,64,206,395,475,79,359,321,110,132,43,124,1,1399,1,0,0,False,16.55597014925373,5.947761194029851,22.98134328358209,0.45454545454545453,0.5121951219512195,False,East,10.136586210887145
70,"dunleavy,mike",chi,SG,31,702,77,188,39,99,29,37,8,83,39,14,26,10,66,0,222,0,0,0,False,4.233870967741935,2.2419354838709675,7.104838709677419,0.4095744680851064,0.5121951219512195,False,East,10.136586210887145
71,"felicio,cristian",chi,PF,31,318,40,72,0,4,25,35,30,102,26,6,13,13,31,0,105,0,0,0,False,3.685483870967742,2.4838709677419355,6.169354838709677,0.5555555555555556,0.5121951219512195,False,East,10.136586210887145
72,"gasol,pau",chi,PF,72,2296,467,995,24,69,229,289,155,792,294,42,164,146,148,1,1187,0,0,0,False,13.145833333333334,10.57638888888889,23.88888888888889,0.46934673366834173,0.5121951219512195,False,East,10.136586210887145
73,"gibson,taj",chi,PF,73,1935,263,501,0,3,101,146,206,504,106,47,78,77,180,1,627,2,0,0,False,8.294520547945206,4.708904109589041,13.003424657534246,0.5249500998003992,0.5121951219512195,False,East,10.136586210887145
74,"hinrich,kirk",chi,SG,35,555,47,118,23,56,15,16,7,58,59,13,27,1,63,1,132,1,0,0,False,3.0428571428571427,1.05,4.421428571428572,0.3983050847457627,0.5121951219512195,False,East,10.136586210887145
75,"holiday,justin",chi,SG,27,507,64,155,26,60,22,27,8,63,45,19,26,15,40,0,176,0,0,0,False,4.231481481481482,2.7314814814814814,7.444444444444445,0.4129032258064516,0.5121951219512195,False,East,10.136586210887145
76,"mcdermott,doug",chi,SF,81,1860,291,644,110,259,72,84,37,195,59,14,52,6,127,0,764,0,0,0,False,5.564814814814815,1.4567901234567902,7.700617283950617,0.4518633540372671,0.5121951219512195,False,East,10.136586210887145
77,"mirotic,nikola",chi,PF,66,1650,248,609,135,346,146,181,58,362,101,58,102,46,151,1,777,1,0,0,False,6.882575757575758,5.257575757575758,13.162878787878787,0.4072249589490969,0.5121951219512195,False,East,10.136586210887145
78,"moore,e'twaun",chi,SG,59,1265,187,389,47,104,22,35,19,133,99,37,53,18,103,0,443,0,0,0,False,5.271186440677966,2.1483050847457625,7.817796610169491,0.480719794344473,0.5121951219512195,False,East,10.136586210887145
79,"noah,joakim",chi,C,29,636,51,133,0,1,22,45,87,255,109,18,52,29,77,0,124,1,0,0,False,6.474137931034483,6.241379310344827,12.71551724137931,0.38345864661654133,0.5121951219512195,False,East,10.136586210887145
80,"portis,bobby",chi,PF,62,1103,186,435,16,52,48,66,123,337,52,25,55,22,100,0,436,1,0,0,False,4.778225806451613,3.504032258064516,8.411290322580646,0.42758620689655175,0.5121951219512195,False,East,10.136586210887145
81,"rose,derrick",chi,PG,66,2095,447,1047,44,150,142,179,46,225,311,44,175,14,84,1,1080,4,0,0,False,10.204545454545455,3.121212121212121,13.659090909090908,0.4269340974212034,0.5121951219512195,False,East,10.136586210887145
82,"snell,tony",chi,SF,64,1300,126,339,56,155,30,33,19,199,63,16,52,17,100,0,338,0,0,0,False,2.44140625,2.609375,5.48828125,0.37168141592920356,0.5121951219512195,False,East,10.136586210887145
83,"cunningham,jared",cle,SG,40,358,32,91,10,32,30,48,3,29,19,12,18,2,38,0,104,0,0,0,False,1.00625,0.6,1.73125,0.3516483516483517,0.6951219512195121,True,East,9.287406579002438
84,"dellavedova,matt",cle,PG,76,1869,207,511,98,239,57,66,33,162,336,44,117,9,177,0,569,0,0,0,False,7.463815789473684,1.375,9.483552631578947,0.4050880626223092,0.6951219512195121,True,East,9.287406579002438
85,"frye,channing",cle,PF,26,445,70,160,43,114,11,14,12,93,26,8,13,8,56,0,194,0,0,0,False,5.028846153846154,2.730769230769231,8.586538461538462,0.4375,0.6951219512195121,True,East,9.287406579002438
86,"harris,joe",cle,SG,5,15,1,4,1,4,0,0,0,3,2,0,1,0,1,0,3,0,0,0,False,0.25,0.5,0.85,0.25,0.6951219512195121,True,East,9.287406579002438
87,"irving,kyrie",cle,PG,53,1665,394,879,84,260,169,191,43,156,249,56,124,18,107,0,1041,0,0,0,False,14.04245283018868,2.7830188679245285,17.617924528301888,0.4482366325369738,0.6951219512195121,True,East,9.287406579002438
88,"james,lebron",cle,SF,76,2710,737,1416,87,282,359,491,111,565,512,104,249,49,143,0,1920,3,0,0,False,21.207236842105264,7.3881578947368425,29.167763157894736,0.5204802259887006,0.6951219512195121,True,East,9.287406579002438
89,"jefferson,richar",cle,SF,74,1326,143,312,66,173,58,87,15,128,59,33,43,14,129,0,410,1,0,0,False,3.52027027027027,1.402027027027027,5.368243243243243,0.4583333333333333,0.6951219512195121,True,East,9.287406579002438
90,"jones,dahntay",cle,SG,1,42,6,14,1,2,0,0,1,5,2,1,0,2,6,1,13,0,0,0,False,8.5,4.25,13.25,0.42857142857142855,0.6951219512195121,True,East,9.287406579002438
91,"jones,james",cle,SG,48,466,59,143,41,104,21,26,8,50,14,11,13,10,50,0,180,1,0,0,False,2.1197916666666665,0.8489583333333334,3.3958333333333335,0.4125874125874126,0.6951219512195121,True,East,9.287406579002438
92,"kaun,sasha",cle,C,24,96,9,17,0,0,5,11,12,26,3,4,7,5,11,0,23,0,0,0,False,0.7916666666666666,0.7708333333333334,1.5625,0.5294117647058824,0.6951219512195121,True,East,9.287406579002438
93,"love,kevin",cle,PF,77,2424,409,978,158,439,258,314,150,762,187,58,142,41,159,0,1234,0,0,0,False,10.9512987012987,8.38961038961039,20.366883116883116,0.418200408997955,0.6951219512195121,True,East,9.287406579002438
94,"mcrae,jordan",cle,SG,15,114,23,52,7,11,9,13,2,12,15,0,9,1,10,0,62,0,0,0,False,2.7,0.4,3.3333333333333335,0.4423076923076923,0.6951219512195121,True,East,9.287406579002438
95,"mozgov,timofey",cle,C,76,1329,203,359,1,7,68,95,110,338,33,22,71,57,159,1,475,0,0,0,False,4.842105263157895,3.0657894736842106,7.9144736842105265,0.5654596100278552,0.6951219512195121,True,East,9.287406579002438
96,"shumpert,iman",cle,SG,54,1319,114,305,43,146,40,51,32,203,92,54,56,19,119,1,311,1,0,0,False,3.5277777777777777,3.6666666666666665,7.592592592592593,0.3737704918032787,0.6951219512195121,True,East,9.287406579002438
97,"smith,j.r.",cle,SG,77,2367,353,849,204,510,45,71,43,217,131,81,59,21,204,1,955,3,0,0,False,7.48051948051948,2.522727272727273,11.327922077922079,0.41578327444051827,0.6951219512195121,True,East,9.287406579002438
98,"thompson,tristan",cle,C,82,2269,247,420,0,0,149,242,268,738,63,38,61,51,202,0,643,1,0,0,False,8.451219512195122,5.701219512195122,14.152439024390244,0.5880952380952381,0.6951219512195121,True,East,9.287406579002438
99,"varejao,anderson",cle,PF,31,310,32,76,0,1,16,21,24,91,20,11,16,5,35,0,80,1,0,0,False,1.9838709677419355,2.2016129032258065,4.185483870967742,0.42105263157894735,0.6951219512195121,True,East,9.287406579002438
100,"williams,mo",cle,PG,41,748,132,302,36,102,38,42,6,72,98,14,57,5,60,0,338,1,0,0,False,5.420731707317073,1.4268292682926829,7.286585365853658,0.4370860927152318,0.6951219512195121,True,East,9.287406579002438
101,"anderson,justin",dal,SG,55,644,71,176,22,83,44,55,19,133,29,19,24,25,45,0,208,0,0,0,False,2.231818181818182,2.55,4.9818181818181815,0.4034090909090909,0.5121951219512195,True,West,9.600204338913441
102,"barea,j.j.",dal,PG,74,1666,317,710,100,259,74,96,26,152,301,26,113,2,110,0,808,3,0,0,False,8.945945945945946,1.4256756756756757,11.047297297297296,0.44647887323943664,0.5121951219512195,True,West,9.600204338913441
103,"evans,jeremy",dal,SF,30,251,26,48,4,16,15,21,11,54,2,6,7,9,19,0,71,0,0,0,False,1.6916666666666667,1.6666666666666667,3.425,0.5416666666666666,0.5121951219512195,True,West,9.600204338913441
104,"felton,raymond",dal,PG,80,2190,277,682,60,213,149,176,36,258,284,68,121,15,141,0,763,3,0,0,False,7.265625,3.14375,10.784375,0.40615835777126097,0.5121951219512195,True,West,9.600204338913441
105,"harris,devin",dal,PG,64,1277,167,374,52,158,101,140,18,138,118,60,66,13,124,1,487,0,0,0,False,5.3671875,2.28125,8.0546875,0.446524064171123,0.5121951219512195,True,West,9.600204338913441
106,"jenkins,john",dal,SG,21,192,29,70,3,19,8,9,4,22,9,3,11,0,11,0,69,0,0,0,False,1.380952380952381,0.7738095238095238,2.2261904761904763,0.4142857142857143,0.5121951219512195,True,West,9.600204338913441
107,"lee,david",dal,PF,25,433,91,143,0,0,31,42,60,175,30,10,28,15,63,0,213,0,0,0,False,8.72,4.44,13.16,0.6363636363636364,0.5121951219512195,True,West,9.600204338913441
108,"matthews,wesley",dal,SG,78,2642,331,854,189,525,126,146,27,238,151,78,78,17,179,1,977,2,0,0,False,7.1826923076923075,3.0256410256410255,11.419871794871796,0.3875878220140515,0.5121951219512195,True,West,9.600204338913441
109,"mcgee,javale",dal,C,34,368,77,134,0,1,18,36,53,133,3,5,21,26,49,0,172,0,0,0,False,4.014705882352941,2.5808823529411766,6.595588235294118,0.5746268656716418,0.5121951219512195,True,West,9.600204338913441
110,"mejri,salah",dal,C,34,398,49,78,0,1,27,46,41,123,10,8,23,34,54,0,125,0,0,0,False,3.2720588235294117,2.911764705882353,6.1838235294117645,0.6282051282051282,0.5121951219512195,True,West,9.600204338913441
111,"nowitzki,dirk",dal,PF,75,2362,498,1112,126,342,250,280,52,489,132,52,84,52,161,0,1372,3,0,0,False,11.36,6.3133333333333335,18.513333333333332,0.447841726618705,0.5121951219512195,True,West,9.600204338913441
112,"pachulia,zaza",dal,C,76,2005,219,470,0,3,212,276,249,718,128,64,119,22,181,1,650,7,0,0,False,8.161184210526315,6.322368421052632,14.483552631578947,0.46595744680851064,0.5121951219512195,True,West,9.600204338913441
113,"parsons,chandler",dal,SF,61,1801,320,651,104,250,93,136,29,285,170,46,95,21,114,0,837,1,0,0,False,9.938524590163935,4.549180327868853,15.34016393442623,0.4915514592933948,0.5121951219512195,True,West,9.600204338913441
114,"powell,dwight",dal,PF,68,996,146,296,2,16,105,142,84,273,44,36,40,24,117,1,399,0,0,0,False,4.698529411764706,2.9338235294117645,7.647058823529412,0.49324324324324326,0.5121951219512195,True,West,9.600204338913441
115,"villanueva,charl",dal,PF,62,667,125,328,47,173,22,24,24,152,24,18,31,15,71,0,319,2,0,0,False,2.068548387096774,2.096774193548387,4.544354838709677,0.38109756097560976,0.5121951219512195,True,West,9.600204338913441
116,"williams,deron",dal,PG,65,2107,321,775,97,282,179,206,20,191,378,61,150,14,155,0,918,0,0,0,False,11.623076923076923,2.826923076923077,15.196153846153846,0.41419354838709677,0.5121951219512195,True,West,9.600204338913441
117,"arthur,darrell",den,PF,70,1517,221,489,45,117,40,53,86,293,96,53,66,48,185,1,527,2,0,0,False,5.3428571428571425,3.267857142857143,8.932142857142857,0.45194274028629855,0.4024390243902439,False,West,8.93351919214284
118,"augustin,d.j.",den,PG,28,661,102,229,44,108,77,94,3,52,132,25,54,2,44,0,325,0,0,0,False,10.357142857142858,2.1517857142857144,13.294642857142858,0.44541484716157204,0.4024390243902439,False,West,8.93351919214284
119,"barton,will",den,SG,82,2355,426,984,112,324,216,268,60,477,204,71,139,39,147,0,1180,2,0,0,False,8.966463414634147,5.746951219512195,15.396341463414634,0.4329268292682927,0.4024390243902439,False,West,8.93351919214284
120,"faried,kenneth",den,PF,67,1697,349,626,1,2,136,222,235,581,79,32,91,60,169,0,835,4,0,0,False,10.91044776119403,5.395522388059701,16.313432835820894,0.5575079872204473,0.4024390243902439,False,West,8.93351919214284
121,"foye,randy",den,SG,54,1068,117,333,50,169,39,47,16,105,111,26,58,16,83,0,323,0,0,0,False,3.4305555555555554,1.7777777777777777,5.671296296296297,0.35135135135135137,0.4024390243902439,False,West,8.93351919214284
122,"gallinari,danilo",den,SF,53,1837,287,700,87,241,375,432,51,280,134,42,77,19,87,1,1036,1,0,0,False,13.504716981132075,4.849056603773585,19.17452830188679,0.41,0.4024390243902439,False,West,8.93351919214284
