,Player,Team,PS,GP,Min,FGM,FGA,3M,3A,FTM,FTA,OR,TR,AS,ST,TO,BK,PF,DQ,PTS,TC,EJ,FF,MVP,OffRank,DeffRank,TND,FG%,Win%,Playoffs,Conference,Team TND
0,"antic,pero",atl,PF,63,1041,108,296,52,173,88,123,58,188,49,18,49,16,130,0,356,3,0,0,False,3.261904761904762,1.6428571428571428,5.317460317460317,0.36486486486486486,0.7317073170731707,True,East,10.380954236665863
1,"bazemore,kent",atl,SG,75,1327,141,331,48,132,60,100,21,222,78,52,73,33,127,0,390,1,0,0,False,2.75,3.14,6.21,0.4259818731117825,0.7317073170731707,True,East,10.380954236665863
2,"brand,elton",atl,PF,36,487,42,95,0,1,12,23,28,100,22,17,18,24,54,0,96,0,0,0,False,1.9583333333333333,2.5069444444444446,4.465277777777778,0.4421052631578947,0.7317073170731707,True,East,10.380954236665863
3,"carroll,demarre",atl,SF,71,2188,318,653,120,304,127,181,99,373,117,93,76,17,154,1,883,4,0,0,False,9.397887323943662,4.651408450704225,14.894366197183098,0.4869831546707504,0.7317073170731707,True,East,10.380954236665863
4,"daye,austin",atl,SF,35,348,50,140,24,70,5,6,10,75,17,12,23,5,39,0,129,0,0,0,False,1.1714285714285715,1.8714285714285714,3.3857142857142857,0.35714285714285715,0.7317073170731707,True,East,10.380954236665863
5,"horford,al",atl,PF,76,2318,519,965,11,36,107,141,131,547,244,68,100,97,123,0,1156,2,0,0,False,13.18421052631579,7.059210526315789,20.31578947368421,0.5378238341968912,0.7317073170731707,True,East,10.380954236665863
6,"jenkins,john",atl,SG,24,297,49,99,21,52,16,19,2,39,13,10,8,0,15,0,135,0,0,0,False,3.8229166666666665,1.75,6.010416666666667,0.494949494949495,0.7317073170731707,True,East,10.380954236665863
7,"korver,kyle",atl,SG,75,2418,292,599,221,448,106,118,15,303,196,54,109,42,140,1,911,0,0,0,False,9.623333333333333,4.366666666666666,15.463333333333333,0.48747913188647746,0.7317073170731707,True,East,10.380954236665863
8,"mack,shelvin",atl,PG,55,832,117,292,40,127,25,31,8,79,155,29,49,2,32,0,299,1,0,0,False,4.736363636363636,1.6954545454545455,6.795454545454546,0.4006849315068493,0.7317073170731707,True,East,10.380954236665863
9,"millsap,paul",atl,PF,73,2390,443,930,77,216,255,337,140,570,223,128,167,69,199,0,1218,3,0,0,False,12.287671232876713,7.664383561643835,20.47945205479452,0.47634408602150535,0.7317073170731707,True,East,10.380954236665863
10,"muscala,mike",atl,PF,40,503,83,151,9,22,22,25,52,119,25,16,21,19,52,0,197,0,0,0,False,4.6125,2.0,6.725,0.5496688741721855,0.7317073170731707,True,East,10.380954236665863
11,"schroder,dennis",atl,PG,77,1514,284,664,52,147,148,179,29,164,317,49,149,4,127,0,768,4,0,0,False,7.8896103896103895,1.775974025974026,10.003246753246753,0.42771084337349397,0.7317073170731707,True,East,10.380954236665863
12,"scott,mike",atl,PF,68,1125,201,453,66,192,61,77,45,199,75,25,39,3,83,0,529,1,0,0,False,5.264705882352941,2.1580882352941178,7.908088235294118,0.44370860927152317,0.7317073170731707,True,East,10.380954236665863
13,"sefolosha,thabo",atl,SG,52,977,104,248,25,78,45,58,53,223,75,53,39,20,67,0,278,0,0,0,False,4.336538461538462,4.283653846153846,8.860576923076923,0.41935483870967744,0.7317073170731707,True,East,10.380954236665863
14,"teague,jeff",atl,PG,73,2231,408,886,71,207,275,319,29,182,513,124,206,31,140,0,1162,1,0,0,False,14.70890410958904,3.684931506849315,18.88013698630137,0.4604966139954853,0.7317073170731707,True,East,10.380954236665863
15,"bass,brandon",bos,PF,82,1932,344,683,9,32,169,214,139,398,104,42,83,32,140,0,866,1,0,0,False,8.15548780487805,3.3353658536585367,11.545731707317072,0.5036603221083455,0.4878048780487805,True,East,8.923944422164295
16,"bradley,avery",bos,PG,77,2427,434,1012,124,352,79,100,46,241,135,81,109,15,177,0,1071,0,0,0,False,7.285714285714286,2.892857142857143,10.983766233766234,0.4288537549407115,0.4878048780487805,True,East,8.923944422164295
17,"crowder,jae",bos,SF,82,1654,229,547,61,208,109,141,72,293,94,72,49,25,137,0,628,1,0,0,False,5.137195121951219,3.2621951219512195,8.771341463414634,0.4186471663619744,0.4878048780487805,True,East,8.923944422164295
18,"datome,luigi",bos,SF,21,211,43,89,18,40,1,1,3,29,9,2,9,7,15,0,105,0,0,0,False,2.9523809523809526,1.3333333333333333,4.714285714285714,0.48314606741573035,0.4878048780487805,True,East,8.923944422164295
19,"jerebko,jonas",bos,PF,75,1231,169,379,54,140,56,66,93,282,71,46,44,18,135,0,448,1,0,0,False,4.783333333333333,2.6266666666666665,7.77,0.44591029023746703,0.4878048780487805,True,East,8.923944422164295
20,"olynyk,kelly",bos,C,64,1424,251,528,61,175,93,136,93,304,108,64,98,39,213,1,656,0,0,0,False,7.234375,3.4921875,11.203125,0.4753787878787879,0.4878048780487805,True,East,8.923944422164295
21,"pressey,phil",bos,PG,50,601,64,174,16,65,33,49,13,80,116,30,41,6,54,0,177,0,0,0,False,3.315,1.67,5.145,0.367816091954023,0.4878048780487805,True,East,8.923944422164295
22,"randolph,shavlik",bos,PF,21,126,9,35,0,5,6,12,16,38,4,5,3,3,16,0,24,0,0,0,False,0.5833333333333334,1.1071428571428572,1.6904761904761905,0.2571428571428571,0.4878048780487805,True,East,8.923944422164295
23,"smart,marcus",bos,PG,67,1810,175,477,91,272,82,127,61,222,208,99,90,18,176,2,523,2,0,0,False,6.044776119402985,3.205223880597015,9.92910447761194,0.3668763102725367,0.4878048780487805,True,East,8.923944422164295
24,"sullinger,jared",bos,PF,58,1568,311,707,52,184,96,129,147,441,134,44,78,42,153,0,770,2,0,0,False,9.870689655172415,5.422413793103448,15.741379310344827,0.43988684582743987,0.4878048780487805,True,East,8.923944422164295
25,"thomas,isaiah",bos,PG,67,1726,335,797,129,346,302,348,33,153,284,57,143,5,150,0,1101,6,0,0,False,12.227611940298507,1.8097014925373134,15.0,0.4203262233375157,0.4878048780487805,True,East,8.923944422164295
26,"turner,evan",bos,SG,82,2259,320,746,33,119,106,141,40,417,450,83,198,19,180,1,779,3,0,0,False,8.384146341463415,4.996951219512195,13.582317073170731,0.4289544235924933,0.4878048780487805,True,East,8.923944422164295
27,"wallace,gerald",bos,SF,32,291,14,34,1,3,6,15,17,57,11,15,18,4,19,0,35,0,0,0,False,0.5859375,1.6640625,2.265625,0.4117647058823529,0.4878048780487805,True,East,8.923944422164295
28,"young,james",bos,SG,31,334,36,102,17,66,16,29,9,42,13,8,5,2,22,0,105,0,0,0,False,1.6612903225806452,1.096774193548387,3.032258064516129,0.35294117647058826,0.4878048780487805,True,East,8.923944422164295
29,"zeller,tyler",bos,C,82,1729,340,617,0,0,153,186,147,466,114,18,77,52,205,1,833,0,0,0,False,8.935975609756097,3.548780487804878,12.484756097560975,0.5510534846029174,0.4878048780487805,True,East,8.923944422164295
