,Player,Team,PS,GP,Min,FGM,FGA,3M,3A,FTM,FTA,OR,TR,AS,ST,TO,BK,PF,DQ,PTS,TC,EJ,FF,MVP,OffRank,DeffRank,TND,FG%,Win%,Playoffs,Conference,Team TND
0,"acker,alex",lac,SG,25,200,30,76,7,20,5,10,8,24,12,5,7,4,9,0,72,0,0,0,False,1.51,0.87,2.52,0.39473684210526316,0.23170731707317074,False,West,10.02906424652813
1,"adams,hassan",tor,SF,12,52,4,13,0,0,3,6,1,7,1,1,4,1,4,0,11,0,0,0,False,-0.1875,0.5208333333333334,0.3333333333333333,0.3076923076923077,0.4024390243902439,False,East,8.246833335142066
2,"afflalo,arron",det,SG,74,1236,131,300,43,107,58,71,30,134,44,28,43,13,144,1,363,0,0,0,False,2.956081081081081,1.0810810810810811,4.327702702702703,0.43666666666666665,0.47560975609756095,True,East,9.778131276922663
3,"ager,maurice",bro,SG,20,95,15,43,0,6,4,8,3,10,3,1,4,2,17,0,34,0,0,0,False,0.2875,0.0875,0.375,0.3488372093023256,0.4146341463414634,False,East,9.05785893395193
4,"ahearn,blake",san,PG,3,18,2,6,2,4,2,2,0,1,2,1,1,0,3,0,8,0,0,0,False,1.75,0.25,2.3333333333333335,0.3333333333333333,0.6585365853658537,True,West,8.111633783533785
5,"ajinca,alexis",cha,C,31,179,25,69,0,2,20,28,9,30,3,7,12,7,34,0,70,1,0,0,False,0.6048387096774194,0.6370967741935484,1.2419354838709677,0.36231884057971014,0.4268292682926829,False,East,7.4461078894424
6,"aldridge,lamarcu",por,PF,81,3001,601,1243,7,29,261,334,233,604,159,78,121,78,207,4,1470,2,0,0,False,13.209876543209877,5.469135802469136,18.72222222222222,0.4835076427996782,0.6585365853658537,True,West,8.826189704164944
7,"alexander,joe",mil,PF,59,717,102,245,16,46,58,83,44,115,42,15,52,29,107,1,278,0,0,0,False,2.610169491525424,1.1059322033898304,3.8516949152542375,0.4163265306122449,0.4146341463414634,False,East,9.442763937081814
8,"allen,malik",mil,PF,49,579,73,170,0,1,10,21,35,103,35,7,20,12,89,3,156,0,0,0,False,2.188775510204082,0.9030612244897959,3.0918367346938775,0.4294117647058823,0.4146341463414634,False,East,9.442763937081814
9,"allen,ray",bos,SG,79,2868,499,1039,199,486,237,249,66,278,218,68,134,13,157,3,1434,3,0,0,False,13.367088607594937,2.930379746835443,17.556962025316455,0.480269489894129,0.7560975609756098,True,East,9.306337696016055
10,"allen,tony",bos,SG,46,885,137,284,6,27,79,109,22,104,66,54,77,23,98,1,359,0,0,0,False,4.461956521739131,2.6847826086956523,7.211956521739131,0.4823943661971831,0.7560975609756098,True,East,9.306337696016055
