,Player,Team,PS,GP,Min,FGM,FGA,3M,3A,FTM,FTA,OR,TR,AS,ST,TO,BK,PF,DQ,PTS,TC,EJ,FF,MVP,OffRank,DeffRank,TND,FG%,Win%,Playoffs,Conference,Team TND
27,"battie,tony",orl,C,81,1894,163,354,0,6,68,94,109,452,42,30,81,81,244,3,394,2,0,1,False,3.064814814814815,4.166666666666667,7.231481481481482,0.4604519774011299,0.43902439024390244,False,East,8.079142189077883
28,"battier,shane",mem,SF,80,2516,271,613,70,177,180,228,158,413,126,91,75,77,201,2,792,0,0,0,False,8.096875,4.315625,12.85,0.44208809135399674,0.5487804878048781,True,West,8.69637523676493
29,"baxter,lonnie",nor,PF,4,36,3,11,0,0,0,2,4,8,0,0,4,0,10,0,6,0,0,0,False,-1.0,-0.25,-1.25,0.2727272727272727,0.21951219512195122,False,West,7.256755067323303
30,"bell,raja",uta,SG,63,1790,303,667,54,134,112,150,48,201,91,44,79,8,205,4,772,10,1,2,False,7.015873015873016,1.7380952380952381,9.182539682539682,0.4542728635682159,0.3170731707317073,False,West,8.396711230275702
31,"bender,jonathan",ind,SF,7,93,16,40,1,5,3,6,5,14,4,1,10,2,9,0,36,0,0,0,False,1.1428571428571428,1.1071428571428572,2.3214285714285716,0.4,0.5365853658536586,True,East,8.64464805255806
32,"best,travis",bro,PG,76,1461,190,452,26,85,108,122,19,107,143,66,67,9,148,3,514,1,0,0,False,4.7105263157894735,1.388157894736842,6.269736842105263,0.42035398230088494,0.5121951219512195,True,East,8.293162541594217
33,"bibby,mike",sac,PG,80,3084,560,1264,131,364,320,413,77,332,541,124,203,30,191,0,1571,8,1,0,False,16.4,4.30625,21.525,0.4430379746835443,0.6097560975609756,True,West,10.285962076286264
34,"biedrins,andris",gsw,C,30,384,45,78,0,1,19,40,47,118,12,12,12,24,87,2,109,0,0,0,False,3.75,2.216666666666667,5.966666666666667,0.5769230769230769,0.4146341463414634,False,West,9.808046657282077
35,"billups,chauncey",det,PG,80,2866,404,913,165,387,343,382,48,271,464,81,180,9,194,1,1316,8,1,1,False,14.78125,2.928125,18.740625,0.4424972617743702,0.6585365853658537,True,East,8.356332431082173
36,"blake,steve",was,PG,44,648,61,186,36,93,33,41,18,71,69,13,39,0,47,0,191,1,1,0,False,2.647727272727273,1.0397727272727273,4.096590909090909,0.3279569892473118,0.5487804878048781,True,East,8.756008864466414
37,"blount,mark",bos,C,82,2130,327,618,0,1,117,164,143,397,129,33,158,64,229,4,771,4,0,0,False,6.820121951219512,2.9847560975609757,9.804878048780488,0.529126213592233,0.5487804878048781,True,East,10.292787410012334
38,"bobbitt,tony",lal,PG,2,12,2,5,1,2,0,0,0,3,0,0,0,0,1,0,5,0,0,0,False,1.0,1.25,2.5,0.4,0.4146341463414634,False,West,9.021067699947361
39,"bogans,keith",cha,SG,74,1791,262,688,57,173,133,183,76,226,135,68,122,8,167,1,714,4,0,0,False,4.746621621621622,2.1554054054054053,7.287162162162162,0.3808139534883721,0.21951219512195122,False,East,7.807162735097762
40,"bonner,matt",tor,PF,82,1552,247,463,39,92,56,71,108,285,48,39,40,19,220,1,589,1,1,1,False,5.884146341463414,1.6189024390243902,7.740853658536586,0.5334773218142549,0.4024390243902439,False,East,9.17890518481259
41,"booth,calvin",mil,C,51,451,49,108,0,1,26,32,29,107,8,15,16,28,78,0,124,0,0,0,False,1.588235294117647,1.6813725490196079,3.269607843137255,0.4537037037037037,0.36585365853658536,False,East,8.022133511946256
42,"boozer,carlos",uta,PF,51,1772,361,693,0,1,187,268,141,457,144,41,137,24,179,3,909,0,0,1,False,13.455882352941176,5.877450980392157,19.333333333333332,0.5209235209235209,0.3170731707317073,False,West,8.396711230275702
43,"borchardt,curtis",uta,C,67,859,74,172,0,0,52,71,86,224,49,10,52,32,160,1,200,1,0,0,False,2.593283582089552,1.5298507462686568,4.123134328358209,0.43023255813953487,0.3170731707317073,False,West,8.396711230275702
44,"bosh,chris",tor,PF,81,3011,473,1005,3,10,412,542,194,718,153,76,187,113,226,3,1361,3,1,0,False,11.265432098765432,7.6419753086419755,18.925925925925927,0.47064676616915424,0.4024390243902439,False,East,9.17890518481259
45,"bowen,bruce",san,SF,82,2627,251,598,102,253,71,112,50,285,126,55,57,39,175,0,675,2,0,0,False,5.387195121951219,3.1128048780487805,9.121951219512194,0.4197324414715719,0.7195121951219512,True,West,8.862864212339591
46,"bowen,ryan",hou,SF,66,604,47,111,3,6,14,21,21,76,18,23,7,5,61,0,111,0,0,0,False,1.1856060606060606,0.8825757575757576,2.090909090909091,0.42342342342342343,0.6219512195121951,True,West,7.9751154433286535
47,"boykins,earl",den,PG,82,2162,340,824,56,166,279,303,37,143,372,78,121,12,122,0,1015,0,0,0,False,10.606707317073171,1.8841463414634145,12.832317073170731,0.41262135922330095,0.5975609756097561,True,West,9.588813883302665
48,"bradley,michael",phi,PF,18,119,15,24,0,1,3,8,8,28,5,1,5,2,12,0,33,0,0,1,False,1.6388888888888888,0.8472222222222222,2.486111111111111,0.625,0.524390243902439,True,East,9.345473516738476
49,"bradley,shawn",dal,C,77,885,84,186,0,0,43,63,70,214,15,25,33,63,153,1,211,5,1,2,False,1.8376623376623376,2.0487012987012987,3.8863636363636362,0.45161290322580644,0.7073170731707317,True,West,9.981314776743854
50,"braggs,torraye",hou,PF,7,24,3,7,0,0,0,0,7,12,0,0,2,0,4,0,6,0,0,0,False,0.9285714285714286,0.42857142857142855,1.3571428571428572,0.42857142857142855,0.6219512195121951,True,West,7.9751154433286535
51,"brand,elton",lac,PF,81,3001,629,1251,0,3,364,484,296,770,208,62,183,169,240,2,1622,1,1,2,False,15.632716049382717,7.364197530864198,22.996913580246915,0.5027977617905676,0.45121951219512196,False,West,9.098958565259302
52,"brewer,jamison",nyk,PG,18,185,11,37,3,15,6,13,6,22,12,8,13,1,11,0,31,0,0,0,False,0.3472222222222222,1.1944444444444444,1.625,0.2972972972972973,0.4024390243902439,False,East,8.186541428739982
53,"brezec,primoz",cha,C,72,2276,387,756,0,0,164,220,226,531,86,33,106,55,183,2,938,5,0,0,False,10.23611111111111,4.302083333333333,14.538194444444445,0.5119047619047619,0.21951219512195122,False,East,7.807162735097762
54,"brown,damone",was,SF,14,152,23,62,4,11,4,9,10,28,14,1,15,6,17,0,54,1,0,0,False,1.4464285714285714,1.1964285714285714,2.7857142857142856,0.3709677419354839,0.5487804878048781,True,East,8.756008864466414
55,"brown,devin",san,SG,67,1238,173,409,45,121,103,130,37,176,92,39,53,12,83,0,494,0,0,0,False,4.92910447761194,2.361940298507463,7.626865671641791,0.4229828850855746,0.7195121951219512,True,West,8.862864212339591
56,"brown,kedrick",phi,SF,8,58,2,6,0,3,8,10,1,11,4,3,5,1,4,0,12,0,0,0,False,0.84375,1.59375,2.4375,0.3333333333333333,0.524390243902439,True,East,9.345473516738476
57,"brown,kwame",was,PF,42,908,109,237,0,0,74,129,72,206,39,25,67,15,112,0,292,1,0,0,False,4.107142857142857,2.9583333333333335,7.065476190476191,0.459915611814346,0.5487804878048781,True,East,8.756008864466414
58,"brown,p.j.",nor,PF,82,2817,338,758,0,0,210,243,266,737,178,74,101,50,233,3,886,3,1,0,False,9.862804878048781,6.060975609756097,15.923780487804878,0.44591029023746703,0.21951219512195122,False,West,7.256755067323303
59,"brown,tierre",lal,PG,76,1066,124,348,26,72,59,75,21,93,155,32,74,1,59,0,333,0,0,0,False,2.9375,1.0986842105263157,4.207236842105263,0.3563218390804598,0.4146341463414634,False,West,9.021067699947361
60,"brunson,rick",lac,PG,80,1945,166,442,48,130,57,74,23,187,410,82,125,7,106,0,437,2,0,0,False,6.621875,2.75625,9.678125,0.3755656108597285,0.45121951219512196,False,West,9.098958565259302
61,"bryant,kobe",lal,SG,66,2689,573,1324,131,387,542,664,95,392,398,86,270,53,174,1,1819,11,0,0,False,18.954545454545453,5.613636363636363,25.560606060606062,0.43277945619335345,0.4146341463414634,False,West,9.021067699947361
62,"buckner,greg",den,SG,70,1522,160,303,49,121,63,81,66,208,133,75,49,6,169,0,432,0,0,0,False,6.442857142857143,2.2464285714285714,9.039285714285715,0.528052805280528,0.5975609756097561,True,West,9.588813883302665
63,"buford,rodney",bro,SG,64,1314,187,489,34,108,37,45,33,189,63,40,35,4,101,1,445,1,0,0,False,3.21875,2.4921875,5.9765625,0.3824130879345603,0.5121951219512195,True,East,8.293162541594217
64,"burks,antonio",mem,PG,24,219,28,60,3,11,14,19,1,12,28,13,12,1,25,0,73,1,0,0,False,2.4375,0.65625,3.15625,0.4666666666666667,0.5487804878048781,True,West,8.69637523676493
65,"butler,caron",lal,SF,77,2746,441,991,38,125,275,319,146,450,146,110,125,23,213,2,1195,1,1,1,False,10.314935064935066,4.623376623376624,15.185064935064934,0.4450050454086781,0.4146341463414634,False,West,9.021067699947361
66,"butler,jackie",nyk,PF,3,5,4,4,0,0,2,2,0,0,0,1,1,0,0,0,10,0,0,0,False,2.9166666666666665,0.4166666666666667,3.3333333333333335,1.0,0.4024390243902439,False,East,8.186541428739982
67,"butler,rasual",mia,SF,65,1203,163,409,57,153,37,48,15,151,62,18,37,29,104,0,420,0,0,0,False,3.3038461538461537,2.0846153846153848,5.826923076923077,0.39853300733496333,0.7195121951219512,True,East,9.479226650670673
68,"cabarkapa,zarko",gsw,SF,40,475,86,177,13,36,53,65,35,102,25,10,30,5,59,0,238,0,0,0,False,4.24375,1.375,5.78125,0.4858757062146893,0.4146341463414634,False,West,9.808046657282077
69,"camby,marcus",den,C,66,2015,279,600,0,4,125,173,131,661,152,61,103,199,177,0,683,0,0,0,False,8.034090909090908,10.859848484848484,18.893939393939394,0.465,0.5975609756097561,True,West,9.588813883302665
70,"campbell,elden",det,C,40,390,39,123,0,2,42,55,28,93,19,8,29,7,57,0,120,2,0,0,False,1.075,1.3375,2.4125,0.3170731707317073,0.6585365853658537,True,East,8.356332431082173
71,"cardinal,brian",mem,SF,58,1433,160,432,44,125,158,181,63,225,114,88,83,19,172,3,522,3,0,1,False,5.814655172413793,3.5,9.693965517241379,0.37037037037037035,0.5487804878048781,True,West,8.69637523676493
72,"carlisle,geno",por,PG,6,16,2,3,0,0,4,6,1,1,1,0,1,0,1,0,8,0,0,0,False,1.1666666666666667,-0.08333333333333333,1.0833333333333333,0.6666666666666666,0.32926829268292684,False,West,8.781180876910591
73,"carroll,matt",cha,SG,25,430,70,180,13,39,71,83,13,60,17,17,25,2,37,0,224,0,0,0,False,4.44,2.07,6.77,0.3888888888888889,0.21951219512195122,False,East,7.807162735097762
74,"carter,anthony",min,PG,66,742,72,177,2,17,35,51,12,69,161,35,62,18,88,2,181,0,0,0,False,3.087121212121212,1.1325757575757576,4.234848484848484,0.4067796610169492,0.5365853658536586,False,West,9.832694859243217
75,"carter,vince",bro,SF,77,2828,696,1541,127,313,367,460,106,401,327,109,168,48,243,3,1886,7,1,0,False,16.782467532467532,4.646103896103896,22.253246753246753,0.4516547696301103,0.5121951219512195,True,East,8.293162541594217
76,"cassell,sam",min,PG,59,1521,319,687,27,103,134,155,25,157,301,36,109,14,160,2,799,4,1,1,False,11.55084745762712,1.847457627118644,13.627118644067796,0.4643377001455604,0.5365853658536586,False,West,9.832694859243217
77,"cato,kelvin",orl,C,62,1525,160,297,0,0,112,143,102,416,40,55,64,82,170,1,432,14,0,0,False,5.443548387096774,6.125,11.568548387096774,0.5387205387205387,0.43902439024390244,False,East,8.079142189077883
78,"chalmers,lionel",lac,PG,36,433,42,125,12,49,15,24,4,31,51,13,24,0,30,0,111,0,0,0,False,1.7013888888888888,0.7847222222222222,2.6527777777777777,0.336,0.45121951219512196,False,West,9.098958565259302
79,"chandler,tyson",chi,PF,80,2182,207,419,0,2,226,336,261,775,65,69,118,141,268,4,640,10,2,0,False,6.971875,7.590625,14.5625,0.49403341288782815,0.573170731707317,True,East,7.899213791489256
80,"cheaney,calbert",gsw,SF,55,951,113,265,0,3,24,37,32,124,64,17,35,15,95,0,250,0,0,0,False,2.9045454545454548,1.4681818181818183,4.372727272727273,0.42641509433962266,0.4146341463414634,False,West,9.808046657282077
81,"childress,josh",atl,SF,80,2376,302,642,13,56,190,231,195,482,151,74,106,35,184,1,807,0,0,0,False,8.721875,4.03125,12.834375,0.470404984423676,0.15853658536585366,False,East,6.718932148398229
82,"christie,doug",orl,SG,52,1525,130,332,15,62,70,78,38,177,199,80,104,18,106,0,345,2,1,1,False,5.649038461538462,3.8846153846153846,9.677884615384615,0.39156626506024095,0.43902439024390244,False,East,8.079142189077883
83,"claxton,speedy",nor,PG,62,1866,257,611,11,61,187,254,37,184,374,109,119,8,184,7,712,1,0,0,False,10.955645161290322,3.213709677419355,14.258064516129032,0.4206219312602291,0.21951219512195122,False,West,7.256755067323303
84,"cleaves,mateen",okl,PG,14,65,5,14,0,2,3,4,2,6,7,2,2,0,2,0,13,0,0,0,False,0.8392857142857143,0.39285714285714285,1.2321428571428572,0.35714285714285715,0.6341463414634146,True,West,8.173763672597454
85,"coleman,derrick",det,C,5,50,3,14,0,2,3,3,3,15,0,0,2,0,6,0,9,0,0,0,False,-0.3,1.8,1.5,0.21428571428571427,0.6585365853658537,True,East,8.356332431082173
86,"collier,jason",atl,C,70,942,174,376,6,14,48,71,84,184,18,15,63,13,147,1,402,2,0,0,False,3.0607142857142855,0.8321428571428572,3.9357142857142855,0.4627659574468085,0.15853658536585366,False,East,6.718932148398229
87,"collins,jarron",uta,C,50,961,65,157,0,1,83,119,57,164,61,11,34,6,146,1,213,3,0,1,False,3.815,1.035,4.85,0.4140127388535032,0.3170731707317073,False,West,8.396711230275702
88,"collins,jason",bro,C,80,2542,186,451,2,6,137,209,153,488,105,71,91,71,322,14,511,4,1,0,False,4.70625,4.171875,8.890625,0.4124168514412417,0.5121951219512195,True,East,8.293162541594217
89,"collison,nick",okl,PF,82,1389,191,354,0,3,83,118,155,376,32,34,62,50,252,4,465,0,0,1,False,4.902439024390244,2.2621951219512195,7.164634146341464,0.53954802259887,0.6341463414634146,True,West,8.173763672597454
90,"cook,brian",lal,PF,72,1087,176,422,78,199,28,37,63,216,35,23,29,26,139,3,458,4,0,0,False,3.8055555555555554,1.9201388888888888,6.267361111111111,0.41706161137440756,0.4146341463414634,False,West,9.021067699947361
91,"cook,omar",tor,PG,5,74,10,24,0,4,3,6,2,7,22,6,6,1,6,0,23,0,0,0,False,5.9,2.1,8.0,0.4166666666666667,0.4024390243902439,False,East,9.17890518481259
92,"crawford,jamal",nyk,SG,70,2688,437,1097,185,512,182,216,33,203,302,92,148,19,135,0,1241,4,0,0,False,11.221428571428572,3.3785714285714286,15.92142857142857,0.398359161349134,0.4024390243902439,False,East,8.186541428739982
93,"croshere,austin",ind,PF,73,1827,188,497,45,174,226,256,103,375,98,48,104,17,154,1,647,1,0,1,False,5.719178082191781,3.6986301369863015,9.726027397260275,0.3782696177062374,0.5365853658536586,True,East,8.64464805255806
94,"curry,eddy",chi,C,63,1815,393,730,0,0,226,314,116,338,37,21,163,58,202,4,1012,4,0,0,False,9.293650793650794,3.257936507936508,12.551587301587302,0.5383561643835616,0.573170731707317,True,East,7.899213791489256
95,"curry,michael",ind,SF,18,249,13,29,0,0,4,8,8,27,15,5,5,4,39,0,30,0,0,1,False,1.8055555555555556,0.4305555555555556,2.236111111111111,0.4482758620689655,0.5365853658536586,True,East,8.64464805255806
96,"dalembert,samuel",phi,C,72,1785,250,477,0,0,89,148,187,542,35,46,114,121,241,4,589,5,1,0,False,5.774305555555555,5.736111111111111,11.510416666666666,0.5241090146750524,0.524390243902439,True,East,9.345473516738476
97,"dampier,erick",dal,C,59,1609,202,367,0,3,138,228,183,501,51,15,102,80,205,2,542,0,0,1,False,7.648305084745763,5.2923728813559325,12.940677966101696,0.5504087193460491,0.7073170731707317,True,West,9.981314776743854
98,"daniels,antonio",okl,PG,75,2022,273,623,49,165,248,304,20,169,309,51,78,3,78,0,843,3,1,0,False,10.276666666666667,2.3566666666666665,12.96,0.43820224719101125,0.6341463414634146,True,West,8.173763672597454
99,"daniels,erik",sac,SF,21,72,6,18,1,2,0,0,7,18,4,2,6,0,7,0,13,0,0,0,False,0.2619047619047619,0.47619047619047616,0.7619047619047619,0.3333333333333333,0.6097560975609756,True,West,10.285962076286264
100,"daniels,marquis",dal,SG,60,1412,220,504,7,35,98,133,87,216,128,83,86,14,124,0,545,0,0,0,False,6.383333333333334,3.0791666666666666,9.520833333333334,0.4365079365079365,0.7073170731707317,True,West,9.981314776743854
101,"davis,antonio",chi,PF,72,1842,193,419,0,0,115,152,152,428,80,27,96,41,147,0,501,6,0,2,False,5.3125,3.795138888888889,9.10763888888889,0.4606205250596659,0.573170731707317,True,East,7.899213791489256
102,"davis,baron",gsw,PG,46,1581,291,752,118,354,185,243,32,175,362,81,131,14,126,1,885,10,0,1,False,15.342391304347826,4.201086956521739,20.82608695652174,0.386968085106383,0.4146341463414634,False,West,9.808046657282077
103,"davis,dale",ind,C,61,1307,112,234,0,0,60,99,152,375,47,32,43,65,162,1,284,4,2,1,False,4.844262295081967,4.016393442622951,8.860655737704919,0.47863247863247865,0.5365853658536586,True,East,8.64464805255806
104,"davis,josh",phi,PF,42,328,42,111,19,53,14,17,29,79,12,8,15,4,45,0,117,0,0,0,False,1.7083333333333333,0.9880952380952381,2.9226190476190474,0.3783783783783784,0.524390243902439,True,East,9.345473516738476
105,"davis,ricky",bos,SG,82,2696,481,1041,61,180,286,351,66,249,246,89,205,27,174,1,1309,9,1,1,False,10.057926829268293,2.832317073170732,13.262195121951219,0.4620557156580211,0.5487804878048781,True,East,10.292787410012334
106,"declercq,andrew",orl,C,8,49,4,9,0,0,1,3,7,10,0,2,1,0,14,0,9,0,0,0,False,1.09375,-0.1875,0.90625,0.4444444444444444,0.43902439024390244,False,East,8.079142189077883
107,"delfino,carlos",det,SG,30,459,42,117,9,35,23,40,13,55,38,22,23,6,44,0,116,0,0,0,False,2.1416666666666666,1.7833333333333334,4.075,0.358974358974359,0.6585365853658537,True,East,8.356332431082173
108,"delk,tony",atl,PG,56,1340,246,591,72,202,103,136,28,130,104,47,54,3,123,3,667,1,0,0,False,7.053571428571429,1.8258928571428572,9.522321428571429,0.41624365482233505,0.15853658536585366,False,East,6.718932148398229
109,"deng,luol",chi,SF,61,1663,280,645,31,117,120,162,92,322,135,48,118,27,98,0,711,0,0,0,False,7.184426229508197,4.39344262295082,11.831967213114755,0.43410852713178294,0.573170731707317,True,East,7.899213791489256
110,"diaw,boris",atl,SF,66,1201,124,294,9,50,57,77,54,170,149,37,87,18,123,0,314,0,0,0,False,4.0227272727272725,1.7992424242424243,5.890151515151516,0.4217687074829932,0.15853658536585366,False,East,6.718932148398229
111,"dickau,dan",nor,PG,71,2090,306,756,85,245,190,228,34,180,347,76,145,4,201,3,887,1,0,0,False,9.908450704225352,2.035211267605634,12.54225352112676,0.40476190476190477,0.21951219512195122,False,West,7.256755067323303
112,"dickens,kaniel",bro,SF,11,61,4,14,3,9,2,2,3,9,1,2,2,1,5,0,13,0,0,0,False,0.4318181818181818,0.6363636363636364,1.2045454545454546,0.2857142857142857,0.5121951219512195,True,East,8.293162541594217
113,"diop,desagana",cle,C,39,306,20,69,0,2,0,5,30,70,15,8,12,27,53,0,40,0,0,0,False,0.5705128205128205,1.294871794871795,1.8653846153846154,0.2898550724637681,0.5121951219512195,False,East,8.04951180591054
114,"divac,vlade",lal,C,15,130,13,31,0,0,8,12,18,32,19,4,14,1,25,0,34,0,0,0,False,2.55,0.5,3.05,0.41935483870967744,0.4146341463414634,False,West,9.021067699947361
115,"dixon,juan",was,PG,63,1054,186,447,48,147,87,97,32,119,111,43,68,4,98,0,507,0,0,0,False,5.186507936507937,1.5198412698412698,7.087301587301587,0.4161073825503356,0.5487804878048781,True,East,8.756008864466414
116,"doleac,michael",mia,C,80,1175,148,331,0,2,25,41,74,259,47,23,36,22,160,0,321,0,0,0,False,2.721875,1.946875,4.66875,0.4471299093655589,0.7195121951219512,True,East,9.479226650670673
117,"dooling,keyon",mia,PG,74,1184,139,345,19,75,85,109,11,90,132,39,65,11,120,0,382,0,0,0,False,3.4966216216216215,1.0641891891891893,4.6891891891891895,0.4028985507246377,0.7195121951219512,True,East,9.479226650670673
118,"drobnjak,predrag",atl,C,71,1435,238,543,25,71,96,120,73,238,49,42,78,24,138,0,597,0,0,0,False,4.461267605633803,2.4295774647887325,7.066901408450704,0.43830570902394106,0.15853658536585366,False,East,6.718932148398229
119,"duhon,chris",chi,PG,82,2177,172,488,94,265,49,67,23,213,398,82,119,3,205,1,487,0,0,0,False,6.509146341463414,2.3536585365853657,9.435975609756097,0.3524590163934426,0.573170731707317,True,East,7.899213791489256
120,"duncan,tim",san,PF,66,2203,517,1042,3,9,305,455,202,732,179,45,127,174,144,0,1342,2,0,0,False,15.257575757575758,10.428030303030303,25.708333333333332,0.4961612284069098,0.7195121951219512,True,West,8.862864212339591
121,"dunleavy,mike",gsw,SF,79,2570,408,905,107,276,134,172,97,435,203,79,132,26,198,3,1057,1,1,0,False,9.186708860759493,4.6044303797468356,14.468354430379748,0.450828729281768,0.4146341463414634,False,West,9.808046657282077
122,"dupree,ronald",det,SF,47,472,61,127,1,2,29,47,34,95,24,7,22,10,60,0,152,0,0,0,False,2.4148936170212765,1.0585106382978724,3.484042553191489,0.48031496062992124,0.6585365853658537,True,East,8.356332431082173
123,"ebi,ndudi",min,SF,2,54,11,21,0,1,5,9,6,16,1,1,3,1,7,0,27,0,0,0,False,9.25,4.375,13.625,0.5238095238095238,0.5365853658536586,False,West,9.832694859243217
